MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
50810C_7,0.129417,0.232423,0.583077,0.462164,0.337425,0.31098,0.391232,0.147195,0.486242,0.17183,0.124438,0.620506,0.483535,0.566255,0.32304,0.317608,0.546977,0.653266,0.600458,0.564805,0.105293,0.339113,0.243866,0.38461,0.559124,0.520256,0.597211,0.602218,0.769225,0.268332,0.64287,0.455954,0.082078,0.41693,0.087355,0.545696,0.561122,0.264408,0.392964,0.436898,0.2037,0.333529,0.097269,0.578164,0.552569,0.493707,0.574888,0.270885,0.506758,0.576338,0.035472,0.301745,0.726179,0.451534,0.58145,0.293174,0.238547,0.212436,0.406707,0.105663,0.291389,0.362906,0.365307,0.646186,0.286588,0.477467,0.589797,0.211417,0.199592,0.067652,0.451534,0.154397,0.495901,0.037596,0.075978,0.095526,0.842728,Ts65Dn,Saline,C/S,t-CS-s
50810C_8,0.137157,0.243505,0.592661,0.456159,0.3159,0.30739,0.399462,0.158769,0.479476,0.168427,0.12776,0.637238,0.495868,0.499523,0.312269,0.343451,0.567908,0.64042,0.616446,0.576477,0.108411,0.328864,0.207701,0.392199,0.576633,0.5529,0.571832,0.557873,0.780288,0.271993,0.636148,0.504616,0.085245,0.452028,0.142057,0.540147,0.553654,0.274663,0.390406,0.402357,0.217133,0.342372,0.113434,0.554066,0.522688,0.448505,0.559854,0.286184,0.504609,0.606656,0.037311,0.300312,0.673456,0.463371,0.52677,0.261227,0.213018,0.258263,0.373721,0.09947,0.351716,0.316009,0.377103,0.633158,0.339177,0.443622,0.53374,0.23015,0.24945,0.108368,0.463371,0.163962,0.590724,0.058446,0.091335,0.160857,0.84981,Ts65Dn,Saline,C/S,t-CS-s
50810C_9,0.135557,0.245025,0.594394,0.481063,0.355117,0.314198,0.403014,0.155473,0.44485,0.153016,0.124364,0.637507,0.513532,0.514267,0.313318,0.355067,0.573022,0.652432,0.621073,0.572642,0.115961,0.326919,0.204259,0.385538,0.56114,0.555846,0.573814,0.534379,0.779241,0.271261,0.6535,0.489505,0.076202,0.439755,0.111338,0.532859,0.528039,0.283113,0.397471,0.412045,0.217986,0.36965,0.089855,0.508816,0.518739,0.355809,0.547911,0.27646,0.489474,0.616481,0.031969,0.303767,0.6487,0.422509,0.505255,0.262433,0.215782,0.18745,0.353631,0.083029,0.289656,0.288883,0.37791,0.587416,0.156899,0.356666,0.4777,0.136131,0.212883,0.093525,0.422509,0.125949,0.570549,0.033937,0.08578,0.155097,0.816694,Ts65Dn,Saline,C/S,t-CS-s
50810C_10,0.119254,0.213663,0.516697,0.393125,0.281274,0.323968,0.39033,0.118063,0.451379,0.142628,0.111874,0.6141,0.4413,0.495194,0.286069,0.260025,0.523062,0.655165,0.635973,0.502166,0.112596,0.352603,0.208569,0.284,0.461581,0.536408,0.580335,0.477348,0.737487,0.299877,0.5255,0.385039,0.06186,0.408501,0.080573,0.510921,0.546537,0.208769,0.372459,0.367024,0.275087,0.341546,0.140807,0.473452,0.486032,0.399618,0.511516,0.256229,0.518769,0.495405,0.034281,0.303921,0.704737,0.357902,0.572722,0.215539,0.179829,0.318884,0.412526,0.066579,0.272874,0.361291,0.332015,0.659485,0.261933,0.570305,0.612702,0.254939,0.306037,0.109573,0.357902,0.157091,0.529978,0.060223,0.137365,0.171295,0.863795,Ts65Dn,Saline,C/S,t-CS-s
50810C_11,0.124949,0.218906,0.487988,0.416805,0.312348,0.342047,0.424015,0.130091,0.470234,0.146275,0.116479,0.64098,0.478068,0.506928,0.314095,0.279113,0.522135,0.646837,0.656738,0.521594,0.117658,0.37442,0.331387,0.289097,0.502828,0.571214,0.584779,0.547002,0.748358,0.315237,0.565067,0.419759,0.063848,0.4165,0.100181,0.497609,0.542003,0.26288,0.382035,0.37913,0.217192,0.362717,0.131402,0.482777,0.444938,0.451721,0.52272,0.262632,0.501477,0.491382,0.03371,0.316063,0.708333,0.435717,0.512315,0.202518,0.188137,0.294662,0.357717,0.075373,0.287989,0.374587,0.365847,0.655866,0.419113,0.459766,0.58862,0.299855,0.242702,0.153015,0.435717,0.140963,0.54099,0.089728,0.124379,0.181979,0.854935,Ts65Dn,Saline,C/S,t-CS-s
50810C_12,0.113121,0.207362,0.50487,0.376582,0.308418,0.321124,0.400292,0.114581,0.411965,0.13319,0.105126,0.662465,0.418565,0.467246,0.279959,0.281791,0.492998,0.58013,0.631041,0.513084,0.108522,0.327488,0.194984,0.273083,0.44458,0.532026,0.573618,0.442291,0.710566,0.299874,0.549472,0.380868,0.065633,0.380831,0.064772,0.468406,0.509612,0.213002,0.365407,0.356644,0.168207,0.334369,0.119911,0.421979,0.411027,0.353671,0.477004,0.261216,0.450526,0.50287,0.029918,0.302204,0.619229,0.421618,0.440308,0.16542,0.164842,0.204563,0.343862,0.064062,0.277229,0.24825,0.347821,0.59924,0.152696,0.429376,0.511637,0.179026,0.251126,0.148615,0.421618,0.13029,0.518521,0.077216,0.138933,0.150305,0.762193,Ts65Dn,Saline,C/S,t-CS-s
50810C_13,0.110895,0.190362,0.469022,0.333055,0.245479,0.334532,0.383975,0.07107,0.478689,0.156235,0.112984,0.565444,0.421362,0.449637,0.231004,0.23711,0.461133,0.726346,0.560884,0.501732,0.103139,0.315942,0.235094,0.249244,0.396932,0.503048,0.534581,0.412286,0.646836,0.347758,0.46398,0.296822,0.05978,0.358979,0.074931,0.491209,0.548819,0.174362,0.348029,0.354809,0.163061,0.273706,0.087892,0.39876,0.413494,0.480413,0.508731,0.220547,0.498813,0.419803,0.029488,0.312632,0.64714,0.313003,0.494615,0.135055,0.164539,0.212,0.340422,0.061063,0.242462,0.283437,0.284104,0.601329,0.373387,0.431728,0.647032,0.248748,0.273048,0.247142,0.313003,0.201823,0.45558,0.06954,0.178858,0.260894,0.789884,Ts65Dn,Saline,C/S,t-CS-s
50810C_14,0.117314,0.207675,0.444959,0.350058,0.225984,0.306111,0.406389,0.083568,0.40282,0.157089,0.113817,0.584863,0.460179,0.518707,0.250918,0.267654,0.473056,0.72268,0.591389,0.542771,0.114369,0.346251,0.217359,0.254201,0.418622,0.510889,0.556594,0.462744,0.668885,0.271909,0.45751,0.324962,0.052467,0.390772,0.070153,0.486419,0.549536,0.214198,0.338356,0.332557,0.161704,0.296303,0.118463,0.370187,0.42378,0.476225,0.509794,0.236505,0.484568,0.41757,0.031261,0.309358,0.618735,0.383131,0.482274,0.127657,0.158782,0.24891,0.321514,0.070755,0.276449,0.305666,0.282438,0.577783,0.389615,0.436401,0.596671,0.198418,0.326784,0.214007,0.383131,0.144801,0.439332,0.104083,0.177372,0.255875,0.775802,Ts65Dn,Saline,C/S,t-CS-s
50810C_15,0.131237,0.222216,0.507488,0.406175,0.269812,0.382986,0.440464,0.095396,0.536155,0.172633,0.12863,0.646508,0.499176,0.521827,0.315853,0.303961,0.50943,0.788565,0.634108,0.590697,0.122964,0.442865,0.235435,0.288777,0.468095,0.573911,0.623483,0.560348,0.745179,0.353631,0.566936,0.375602,0.065687,0.42366,0.142833,0.525797,0.617129,0.23284,0.398663,0.366743,0.221601,0.350969,0.110348,0.354659,0.376798,0.375002,0.491467,0.236135,0.476157,0.443694,0.022261,0.299051,0.60338,0.410446,0.398316,0.116417,0.135677,0.169836,0.327441,0.064242,0.223812,0.23918,0.294809,0.540304,0.161995,0.416886,0.507052,0.138887,0.3022,0.212911,0.410446,0.119301,0.468859,0.059078,0.161891,0.208601,0.772181,Ts65Dn,Saline,C/S,t-CS-s
50810E_1,0.180792,0.291755,0.684668,0.535284,0.408213,0.295534,0.385816,0.262748,0.660315,0.211363,0.165585,0.586986,0.510479,0.535444,0.401492,0.392627,0.62123,0.606869,0.565245,0.612838,0.138407,0.272342,0.220717,0.571618,0.608172,0.563289,0.586481,0.639452,0.81499,0.224131,0.782444,0.574877,0.078412,0.455802,0.122341,0.596246,0.535609,0.302949,0.436515,0.397123,0.210026,0.412655,0.083379,0.725897,0.663483,0.629041,0.636055,0.294765,0.804142,0.730766,0.212672,0.326461,0.8741,0.56213,0.733558,0.347272,0.356213,0.323787,0.545109,0.130545,0.36303,0.561947,0.456684,0.75157,0.351593,0.545602,0.660353,0.393072,0.285019,0.173435,0.56213,0.198743,0.684915,0.280818,0.154873,0.241353,0.779069,Ts65Dn,Saline,C/S,t-CS-s
50810E_2,0.196695,0.28913,0.703377,0.514136,0.385312,0.294568,0.397218,0.24948,0.624085,0.21325,0.157975,0.57768,0.495699,0.524464,0.42301,0.398561,0.580908,0.563509,0.535244,0.613613,0.132186,0.320408,0.232991,0.582622,0.619461,0.579815,0.595143,0.642723,0.829238,0.233736,0.782425,0.59057,0.081372,0.463608,0.106187,0.61087,0.542741,0.306759,0.629924,0.390789,0.204235,0.410625,0.075624,0.66116,0.606948,0.58061,0.598394,0.282675,0.794119,0.684921,0.212614,0.320813,0.818546,0.506072,0.680777,0.339177,0.341215,0.281647,0.526927,0.129503,0.368318,0.462908,0.421892,0.716692,0.240565,0.382654,0.612671,0.344805,0.253182,0.15727,0.506072,0.186584,0.591211,0.255816,0.167259,0.245152,0.800693,Ts65Dn,Saline,C/S,t-CS-s
50810E_3,0.196615,0.290913,0.70958,0.57324,0.447746,0.308762,0.440989,0.262945,0.657335,0.217446,0.175965,0.618073,0.51813,0.540092,0.450179,0.420162,0.634878,0.608254,0.597958,0.651601,0.148678,0.355892,0.24161,0.592918,0.636649,0.572595,0.615698,0.659749,0.836236,0.2543,0.787195,0.617645,0.089652,0.491852,0.127231,0.609539,0.575203,0.316614,0.552875,0.421095,0.232688,0.463283,0.07991,0.645673,0.550403,0.49044,0.593137,0.280931,0.787156,0.660473,0.198694,0.332893,0.800631,0.456256,0.583089,0.310611,0.310073,0.241851,0.473767,0.126506,0.302094,0.422056,0.433485,0.651716,0.292441,0.425515,0.536657,0.282709,0.243775,0.302498,0.456256,0.171549,0.619262,0.237052,0.155535,0.212466,0.734411,Ts65Dn,Saline,C/S,t-CS-s
50810E_4,0.16556,0.237753,0.572417,0.416592,0.304973,0.312191,0.382657,0.203661,0.491639,0.181876,0.132075,0.560603,0.453176,0.495141,0.267489,0.27597,0.536477,0.566939,0.671007,0.52462,0.128339,0.493644,0.217831,0.36428,0.435004,0.516128,0.58465,0.526013,0.690369,0.224959,0.659136,0.427247,0.051268,0.436953,0.099784,0.543855,0.50394,0.187233,0.411743,0.340897,0.200014,0.318133,0.197607,0.595194,0.49492,0.569942,0.613616,0.285011,0.69176,0.545748,0.197722,0.344806,0.821301,0.51769,0.648109,0.36619,0.29061,0.322153,0.470616,0.1359,0.406094,0.551353,0.443102,0.738781,0.31825,0.484034,0.615313,0.379269,0.362983,0.223779,0.51769,0.211277,0.532525,0.266043,0.271216,0.275908,0.806846,Ts65Dn,Saline,C/S,t-CS-s
50810E_5,0.203416,0.227129,0.566866,0.399323,0.334077,0.311596,0.386124,0.202121,0.494058,0.16931,0.139059,0.555574,0.473515,0.556832,0.272371,0.279545,0.511633,0.565094,0.624989,0.514478,0.129191,0.504875,0.202721,0.350917,0.429686,0.493592,0.571308,0.604251,0.689046,0.233214,0.656001,0.421548,0.064312,0.38623,0.090451,0.522627,0.509473,0.187788,0.396052,0.343689,0.195292,0.326024,0.189489,0.594996,0.479645,0.490673,0.599198,0.270745,0.701148,0.524972,0.189557,0.326705,0.808764,0.542597,0.6156,0.259677,0.309049,0.349326,0.459552,0.130276,0.391265,0.540568,0.460274,0.717884,0.356557,0.507685,0.57198,0.383527,0.350031,0.217075,0.542597,0.184401,0.590711,0.269715,0.257598,0.330555,0.786338,Ts65Dn,Saline,C/S,t-CS-s
50810E_6,0.188879,0.223299,0.564668,0.417289,0.311623,0.305789,0.400234,0.20959,0.490069,0.19991,0.131826,0.554248,0.476662,0.500637,0.271534,0.297875,0.52378,0.569378,0.629363,0.526671,0.136313,0.310515,0.218126,0.365334,0.438322,0.512183,0.58076,0.525706,0.705264,0.227074,0.665421,0.444693,0.065828,0.434848,0.110705,0.53669,0.535485,0.214648,0.417974,0.352253,0.219904,0.347231,0.183968,0.521554,0.425453,0.525478,0.57043,0.264999,0.662435,0.535529,0.178439,0.330654,0.772598,0.500317,0.509001,0.281852,0.246325,0.302494,0.401946,0.116122,0.345116,0.461182,0.351356,0.630558,0.235255,0.39296,0.478803,0.24271,0.313924,0.201911,0.500317,0.197059,0.575715,0.238458,0.206835,0.298069,0.736671,Ts65Dn,Saline,C/S,t-CS-s
50810E_7,0.129147,0.183271,0.483207,0.327295,0.272075,0.303638,0.417838,0.163837,0.413393,0.135781,0.112916,0.538708,0.394696,0.488938,0.175376,0.225627,0.430363,0.490925,0.606646,0.45118,0.112811,0.47257,0.21411,0.221399,0.330303,0.461271,0.550839,0.444362,0.629752,0.294608,0.551139,0.318167,0.048619,0.364668,0.092175,0.492639,0.468282,0.152995,0.363047,0.278511,0.177514,0.272383,0.227751,0.449433,0.366211,0.496316,0.579168,0.271333,0.620275,0.428578,0.166131,0.33511,0.780951,0.453836,0.558518,0.28955,0.23685,0.304688,0.397865,0.130635,0.293204,0.468089,0.35558,0.679135,0.397574,0.502428,0.505889,0.30712,0.431471,0.300934,0.453836,0.278406,0.538461,0.256213,0.335553,0.34313,0.74809,Ts65Dn,Saline,C/S,t-CS-s
50810E_8,0.157078,0.2007,0.500019,0.371765,0.290295,0.328267,0.434479,0.179237,0.465132,0.147777,0.119941,0.601455,0.445747,0.515442,0.219628,0.239275,0.461355,0.529673,0.640054,0.473887,0.131768,0.596595,0.258044,0.248722,0.350775,0.50211,0.577836,0.493083,0.696168,0.296239,0.605834,0.364295,0.062196,0.385067,0.109867,0.505924,0.503754,0.189053,0.372148,0.351533,0.23716,0.321318,0.231206,0.429012,0.356865,0.498837,0.540338,0.253257,0.59002,0.408614,0.161488,0.336083,0.750446,0.4293,0.500223,0.208526,0.217153,0.382043,0.395526,0.108067,0.35565,0.455769,0.321676,0.651632,0.240927,0.406283,0.488497,0.332281,0.442598,0.271708,0.4293,0.20718,0.485043,0.253395,0.260665,0.343751,0.717306,Ts65Dn,Saline,C/S,t-CS-s
50810E_9,0.145172,0.194968,0.49847,0.366582,0.28219,0.308266,0.430986,0.180004,0.454803,0.156337,0.118568,0.555823,0.421823,0.500456,0.221906,0.254564,0.463443,0.53276,0.637707,0.46353,0.124219,0.265001,0.269625,0.248135,0.352101,0.495878,0.578283,0.48786,0.66068,0.255051,0.638351,0.350223,0.052478,0.393961,0.093877,0.498256,0.512097,0.172197,0.364129,0.317051,0.215695,0.311866,0.226048,0.43384,0.339506,0.505065,0.556346,0.267042,0.573906,0.400379,0.157036,0.339296,0.741214,0.467663,0.439135,0.157145,0.181029,0.371067,0.357971,0.09102,0.219678,0.423045,0.316236,0.613866,0.321641,0.394538,0.424373,0.28696,0.383354,0.24539,0.467663,0.199011,0.559653,0.253815,0.254175,0.304397,0.699976,Ts65Dn,Saline,C/S,t-CS-s
50810E_10,0.115213,0.179244,0.473838,0.355381,0.27218,0.272007,0.314341,0.196982,0.47524,0.136061,0.100289,0.520476,0.397761,0.476576,0.223959,0.198303,0.515994,0.492545,0.581994,0.456722,0.109283,0.311412,0.180302,0.2301,0.368897,0.525266,0.561223,0.350786,0.672125,0.304386,0.519176,0.346926,0.052179,0.330345,0.028974,0.503497,0.491236,0.133199,0.343887,0.294237,0.138157,0.217494,0.200463,0.347385,0.312375,0.394259,0.539817,0.212073,0.555533,0.352485,0.145859,0.349761,0.729069,0.317003,0.32398,0.201111,0.149462,0.381526,0.287778,0.075338,0.170962,0.303984,0.198792,0.54218,0.293646,0.351692,0.564251,0.426539,0.366536,0.379007,0.317003,0.355871,0.289555,0.20953,0.162634,0.383983,0.673044,Ts65Dn,Saline,C/S,t-CS-s
50810E_11,0.115569,0.168977,0.459337,0.385713,0.29457,0.28084,0.299132,0.214674,0.48589,0.142645,0.09069,0.537326,0.385716,0.478338,0.246127,0.213679,0.520711,0.491724,0.586044,0.46935,0.107705,0.312905,0.153858,0.233723,0.399271,0.532268,0.558273,0.342037,0.706759,0.265593,0.605092,0.369417,0.053215,0.319399,0.08809,0.518444,0.507431,0.155017,0.322212,0.292964,0.129655,0.186712,0.213808,0.373028,0.303293,0.413203,0.541887,0.20193,0.575638,0.439479,0.143224,0.357049,0.801807,0.316582,0.33525,0.143291,0.144668,0.406353,0.309643,0.07821,0.237001,0.338562,0.187107,0.546374,0.374229,0.439133,0.595628,0.431892,0.365077,0.248566,0.316582,0.393103,0.307522,0.246765,0.268892,0.394376,0.673075,Ts65Dn,Saline,C/S,t-CS-s
50810E_12,0.124005,0.175052,0.474481,0.371162,0.287468,0.299198,0.306838,0.222888,0.483699,0.148435,0.097063,0.546553,0.404047,0.506923,0.258281,0.233301,0.504287,0.502123,0.631615,0.489592,0.113797,0.309417,0.188296,0.245354,0.38888,0.538843,0.574972,0.374873,0.728343,0.296076,0.602051,0.363664,0.045734,0.36187,0.058147,1,0.525608,0.158066,0.333043,0.316523,0.152907,0.224797,0.211438,0.370774,0.344497,0.380303,0.533637,0.241179,0.578893,0.448178,0.148767,0.369339,0.73441,0.365978,0.379442,0.081965,0.166929,0.360025,0.291336,0.074952,0.188858,0.350546,0.205312,0.584058,0.47092,0.365161,0.656317,0.469895,0.396052,0.313292,0.365978,0.419888,0.346859,0.251158,0.253897,0.306777,0.668688,Ts65Dn,Saline,C/S,t-CS-s
50810E_13,0.12252,0.181858,0.428489,0.30519,0.235001,0.306061,0.486242,0.142131,0.538568,0.147261,0.114143,0.575725,0.383252,0.488551,0.247644,0.188814,0.472193,0.560793,0.633678,0.462304,0.109421,0.346218,0.272324,0.199551,0.298098,0.512292,0.580355,0.370371,0.640539,0.326363,0.511716,0.273098,0.053457,0.364141,0.072528,0.473284,0.551981,0.123002,0.389031,0.283147,0.190887,0.215591,0.164677,0.300869,0.310669,0.424518,0.519942,0.213083,0.561076,0.281619,0.139476,0.342491,0.592174,0.343836,0.38529,0.37638,0.162414,0.379035,0.315935,0.06279,0.341968,0.357441,0.279711,0.544891,0.502809,0.48936,0.663412,0.38855,0.51408,0.494984,0.343836,0.421885,0.322098,0.272714,0.333429,0.51258,0.664272,Ts65Dn,Saline,C/S,t-CS-s
50810E_14,0.117772,0.175838,0.421324,0.309461,0.215864,0.349128,0.397402,0.154852,0.497933,0.159958,0.114307,0.544593,0.38837,0.540621,0.232695,0.202077,0.470399,0.581565,0.586081,0.468133,0.123449,0.337219,0.299729,0.197691,0.305168,0.50015,0.576189,0.37273,0.639739,0.30522,0.50256,0.271755,0.049976,0.405784,0.086538,0.502354,0.589762,0.138023,0.353147,0.263195,0.154381,0.257312,0.182095,0.319684,0.331719,0.432863,0.549471,0.221737,0.573432,0.389509,0.141849,0.35623,0.686951,0.381935,0.43079,0.235549,0.152093,0.508691,0.356526,0.070444,0.40286,0.411772,0.307738,0.581496,0.348777,0.395337,0.684902,0.49601,0.560939,0.426499,0.381935,0.412988,0.379509,0.320613,0.426293,0.575826,0.713828,Ts65Dn,Saline,C/S,t-CS-s
50810E_15,0.140654,0.178563,0.460227,0.336395,0.227043,0.338127,0.403715,0.161437,0.497866,0.158419,0.10869,0.54858,0.435655,0.506031,0.223956,0.233003,0.495388,0.565434,0.615933,0.492411,0.127677,0.369283,0.283813,0.216742,0.336752,0.50766,0.571786,0.447547,0.672465,0.313674,0.591512,0.287461,0.040706,0.402938,0.112879,0.534729,0.597977,0.165724,0.3875,0.302231,0.289172,0.233759,0.196519,0.318276,0.32796,0.50086,0.561133,0.236834,0.573193,0.381714,0.145438,0.357205,0.706193,0.423862,0.614208,0.232777,0.160431,0.410435,0.344591,0.065389,0.36003,0.463112,0.320908,0.562963,0.409701,0.519282,0.712181,0.428619,0.560033,0.500482,0.423862,0.410934,0.386465,0.296938,0.403003,0.516034,0.666279,Ts65Dn,Saline,C/S,t-CS-s
3421_1,0.065277,0.143876,0.545819,0.287305,0.224727,0.319121,0.399369,0.308906,0.571834,0.086715,0.041994,0.514342,0.286887,0.519539,0.232803,0.299047,0.392093,0.27174,0.699005,0.63196,0.03661,0.255558,0.250326,0.398447,0.322138,0.374359,0.54704,0.490403,0.566623,0.214789,0.519563,0.482009,0.79282,0.479399,0.229032,0.480915,0.443887,0.209072,0.453477,0.272079,0.21608,0.353642,0.354208,0.520186,0.455212,0.428794,0.564945,0.229254,0.907138,0.232484,0.253292,0.345615,0.687183,0.637002,0.546864,0.593823,0.376818,0.266921,0.509934,0.183254,0.476806,0.490617,0.410202,0.723099,0.290987,0.346362,0.509569,0.642896,0.364755,0.24111,0.637002,0.242576,0.282344,0.313258,0.269774,0.33,0.476948,Ts65Dn,Saline,S/C,t-SC-s
3421_2,0.063871,0.144634,0.528986,0.280322,0.221826,0.319444,0.366105,0.322725,0.677487,0.091172,0.040508,0.517848,0.303929,0.520273,0.237729,0.319204,0.390741,0.318632,0.671666,0.631777,0.043076,0.301457,0.218007,0.382964,0.313403,0.381428,0.521385,0.488904,0.577806,0.215485,0.48657,0.479054,0.783155,0.473595,0.325686,0.492036,0.447082,0.201614,0.442366,0.273898,0.196346,0.348285,0.355722,0.50533,0.454836,0.408219,0.562547,0.216484,0.883106,0.222512,0.243077,0.336724,0.688092,0.556124,0.519669,0.58566,0.354727,0.24493,0.476965,0.172735,0.454852,0.508054,0.431919,0.670576,0.243695,0.376883,0.491479,0.664573,0.34259,0.189729,0.556124,0.215331,0.271797,0.347139,0.257937,0.370909,0.421808,Ts65Dn,Saline,S/C,t-SC-s
3421_3,0.072938,0.156023,0.60333,0.338804,0.243266,0.330632,0.463024,0.348503,0.769025,0.102006,0.043269,0.534223,0.349583,0.547034,0.275608,0.319912,0.432607,0.34525,0.683336,0.665756,0.042205,0.335607,0.233478,0.431897,0.343408,0.406152,0.532613,0.617832,0.617953,0.254504,0.568124,0.510897,0.841538,0.5193,0.25506,0.519068,0.478144,0.228729,0.478802,0.300889,0.238991,0.384814,0.380679,0.457223,0.456712,0.376626,0.572649,0.206516,0.876681,0.236001,0.227133,0.322816,0.657181,0.570857,0.533862,0.55528,0.364314,0.2083,0.443512,0.165611,0.436342,0.458897,0.409157,0.56911,0.21053,0.3141,0.487438,0.633728,0.331596,0.18071,0.570857,0.174166,0.238173,0.303735,0.217625,0.319068,0.406569,Ts65Dn,Saline,S/C,t-SC-s
3421_4,0.05943,0.116092,0.485623,0.200557,0.152034,0.303332,0.35086,0.254895,0.47369,0.077032,0.035665,0.482169,0.227208,0.538011,0.140648,0.244022,0.33765,0.224224,0.678784,0.597325,0.031516,0.259533,0.326871,0.281429,0.241243,0.362802,0.473074,0.400258,0.485624,0.191018,0.395428,0.344833,0.617571,0.430214,0.217641,0.445037,0.41343,0.142463,0.451266,0.238507,0.183881,0.313661,0.337368,0.461722,0.42015,0.444997,0.610264,0.245639,0.785685,0.222252,0.23029,0.365208,0.727872,0.677521,0.611978,0.618323,0.375896,0.318443,0.511498,0.182783,0.495707,0.549864,0.422798,0.707257,0.344877,0.406703,0.553588,0.641255,0.430284,0.283443,0.677521,0.29475,0.288551,0.347765,0.37732,0.378067,0.439619,Ts65Dn,Saline,S/C,t-SC-s
3421_5,0.056111,0.109519,0.488508,0.240198,0.155449,0.305465,0.374232,0.27873,0.503202,0.082947,0.039153,0.491623,0.272396,0.493608,0.189627,0.248794,0.356706,0.273402,0.651009,0.608719,0.037187,0.312368,0.213554,0.280678,0.259884,0.379767,0.503327,0.435594,0.522347,0.205236,0.454729,0.372005,0.641613,0.452548,0.238008,0.461374,0.435571,0.150842,0.432353,0.235673,0.202466,0.298668,0.353494,0.420384,0.389545,0.42095,0.594295,0.220021,0.805016,0.176204,0.228392,0.349559,0.62616,0.615178,0.53753,0.578931,0.363761,0.294076,0.498347,0.168392,0.486855,0.503959,0.421533,0.58631,0.358586,0.357674,0.501401,0.62593,0.396941,0.228394,0.615178,0.221105,0.285096,0.321257,0.302102,0.428749,0.411269,Ts65Dn,Saline,S/C,t-SC-s
3421_6,0.064626,0.125636,0.510518,0.244589,0.183721,0.332261,0.50396,0.290597,0.508096,0.091587,0.0413,0.538936,0.34373,0.497331,0.205279,0.268547,0.375215,0.340106,0.652987,0.619129,0.045938,0.335246,0.214036,0.308004,0.275215,0.384629,0.479677,0.468059,0.557166,0.231518,0.48048,0.404989,0.680243,0.488738,0.236064,0.483737,0.462797,0.171442,0.495701,0.252801,0.218658,0.32504,0.357947,0.418108,0.403437,0.404871,0.582695,0.200505,0.76724,0.211633,0.234628,0.34169,0.637553,0.584464,0.564427,0.567662,0.378751,0.26645,0.461625,0.174488,0.528636,0.477455,0.395904,0.554511,0.304924,0.337668,0.533739,0.621169,0.405509,0.223152,0.584464,0.215094,0.259157,0.316269,0.268778,0.323426,0.452257,Ts65Dn,Saline,S/C,t-SC-s
3421_7,0.038899,0.074481,0.353104,0.070346,0.063168,0.260254,0.308332,0.155169,0.264459,0.066091,0.025797,0.418863,0.112672,0.41371,0.045592,0.142787,0.25921,0.172786,0.566885,0.493773,0.027686,0.16542,0.176185,0.155549,0.12978,0.296732,0.393735,0.269403,0.378631,0.130734,0.262244,0.17673,0.461886,0.277607,0.118888,0.372283,0.353205,0.04458,0.334762,0.12787,0.106879,0.193766,0.299686,0.350818,0.355709,0.400887,0.634741,0.224613,0.692243,0.168172,0.19946,0.366355,0.646618,0.624947,0.547142,0.555119,0.364027,0.251312,0.505538,0.183154,0.54568,0.437597,0.35627,0.561039,0.324899,0.375842,0.457698,0.611079,0.497968,0.331734,0.624947,0.252263,0.268022,0.39294,0.37332,0.453293,0.434077,Ts65Dn,Saline,S/C,t-SC-s
3421_8,0.045155,0.091464,0.375541,0.158008,0.101191,0.292622,0.362914,0.20314,0.371529,0.073726,0.031451,0.453824,0.203051,0.451085,0.116067,0.194124,0.304808,0.23188,0.609358,0.538285,0.036316,0.23794,0.213469,0.179308,0.184864,0.347062,0.460462,0.35457,0.454925,0.20821,0.360281,0.254983,0.52237,0.376854,0.168196,0.43147,0.414313,0.101217,0.392819,0.179746,0.129056,0.189706,0.336477,0.338985,0.332218,0.377271,0.611279,0.185747,0.641814,0.141235,0.205677,0.344874,0.591361,0.555039,0.477361,0.496178,0.342942,0.261338,0.482756,0.167395,0.522265,0.368382,0.337076,0.506142,0.347912,0.339544,0.433675,0.564944,0.488264,0.33568,0.555039,0.320956,0.270508,0.365464,0.354712,0.443101,0.4249,Ts65Dn,Saline,S/C,t-SC-s
